Project_ID,Project_Type,Area,Floor_Count,Structure_Type,Contract_Type,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Delay,Labor_Total,Equipment_Count,Resource_Utilization,Change_Order_Count,Change_Cost_Ratio,Defect_Count,Defect_Severity,Repair_Cost,Accident_Count,Risk_Level,Temperature,Rainfall
P064516,Infrastructure,64893,2,Composite,Design-Build,289574072860,326415134279,0.127225,665,736,0.10762,103,8,0.6695,0,0.0081,3,0.2505,599402265,0,0.1285,14.1,34.5
P064517,Infrastructure,79087,2,Steel,Turnkey,280639502367,339082959374,0.208251,742,913,0.231472,150,12,0.7557,0,0.0007,2,0.3678,717404257,1,0.1786,28.0,52.4
P064518,Building,6650,16,RC,Design-Build,15386017247,18146176425,0.179394,119,133,0.125175,46,3,0.8016,3,0.0441,2,0.1048,8670668,1,0.1578,10.0,6.3
P064519,Remodeling,5837,6,Concrete,Design-Build,20781311621,26489937923,0.2747,119,144,0.214839,54,3,0.891,1,0.021,2,0.2081,20836591,2,0.2059,18.1,17.2
P064520,Building,29409,24,Steel,Turnkey,121279432495,146968720606,0.211819,294,323,0.098981,118,8,0.8719,3,0.0447,5,0.272,723973007,2,0.2434,5.2,15.6
P064521,Remodeling,2475,15,Steel,Turnkey,9618240501,12035304338,0.2513,141,165,0.173362,30,1,0.8723,1,0.0127,2,0.2057,15290581,3,0.2749,20.8,87.9
P064522,Infrastructure,121658,1,Concrete,DBB,240888192502,308371574302,0.280144,446,529,0.187992,199,21,0.7826,2,0.0237,6,0.3174,862312108,3,0.2322,29.4,24.2
P064523,Infrastructure,56735,2,RC,Turnkey,141698583625,177892086045,0.255426,514,566,0.102635,167,10,0.7324,4,0.0671,5,0.415,1007861327,0,0.1316,15.1,52.5
P064524,Infrastructure,40493,1,RC,Turnkey,135335532160,154383060962,0.140743,385,453,0.176758,145,17,0.8313,0,0.0002,3,0.0806,100293781,1,0.1389,12.6,15.7
P064525,Building,12626,2,Steel,Design-Build,58002752694,66180038771,0.140981,307,336,0.096052,41,1,0.8363,2,0.0317,5,0.3161,444550239,1,0.2232,13.9,32.7
P064526,Infrastructure,19491,2,Concrete,CM-at-Risk,36404290066,49922222287,0.371328,278,358,0.289332,105,9,0.8756,4,0.0453,5,0.6578,148129577,3,0.2263,13.1,57.9
P064527,Infrastructure,12829,3,RC,Design-Build,52053421089,64678093465,0.242533,338,403,0.192315,41,1,0.7421,1,0.0206,2,0.2987,143568484,2,0.2178,10.2,38.3
P064528,Building,3839,12,SRC,Turnkey,16249846788,19038141748,0.171589,126,147,0.17315,51,3,0.9745,0,0.0054,3,0.2898,41270635,3,0.231,4.0,78.0
P064529,Building,12821,10,SRC,Turnkey,25384349663,33108248809,0.304278,159,212,0.334855,98,5,0.5671,3,0.0351,4,0.0922,28148267,1,0.215,-9.1,23.3
P064530,Remodeling,5223,11,Composite,Turnkey,24274905079,32433457927,0.33609,223,251,0.126558,46,2,0.7216,3,0.0532,3,0.3544,70735129,2,0.243,14.2,32.5
P064531,Infrastructure,252110,1,RC,CM-at-Risk,534265429331,602537605748,0.127787,681,692,0.017318,331,28,0.7958,1,0.0173,1,0.3741,807950636,0,0.0735,8.9,5.8
P064532,Infrastructure,9347,2,RC,CM-at-Risk,17738357143,19395048746,0.093396,123,134,0.090522,37,1,0.7547,0,0.0021,3,0.4886,101746330,0,0.1464,7.0,1.3
P064533,Building,27261,9,RC,DBB,73123849137,89034209356,0.217581,251,263,0.047844,126,4,0.7346,2,0.035,7,0.4458,267636614,3,0.2376,20.8,8.0
P064534,Infrastructure,166454,4,Steel,DBB,530239122843,711553860660,0.341949,818,1007,0.2313,252,28,0.7181,2,0.0466,4,0.2759,1610560129,2,0.2603,-1.9,31.5
P064535,Remodeling,4842,7,Steel,Turnkey,18005644968,23135021083,0.284876,158,189,0.2009,46,3,0.7236,0,0.0041,7,0.3827,143429773,3,0.2678,22.2,36.7
P064536,Building,10733,19,SRC,DBB,36634610467,49400856349,0.348475,210,259,0.23665,92,7,0.7349,2,0.0224,4,0.4108,139827900,3,0.2179,5.6,21.6
P064537,Building,5192,12,Composite,DBB,12755137461,15064251016,0.181034,169,194,0.148916,44,2,0.8471,1,0.0252,3,0.3489,59869652,0,0.1651,20.6,15.0
P064538,Building,16437,21,Masonry,Design-Build,35599150616,40030782078,0.124487,172,191,0.11225,107,7,0.7887,1,0.0203,2,0.2136,29354334,1,0.2055,17.1,15.8
P064539,Infrastructure,56238,5,Steel,Design-Build,138770574126,155556124001,0.120959,390,411,0.053895,188,9,0.7849,1,0.0218,3,0.1045,99991662,0,0.1222,14.7,3.0
P064540,Infrastructure,4536,1,SRC,DBB,14609113974,17479132850,0.196454,98,115,0.179455,22,1,0.7828,1,0.0183,1,0.3232,18524849,0,0.2126,19.9,12.1
P064541,Building,25080,5,RC,DBB,105466656706,129323952719,0.226207,354,423,0.19766,81,7,0.7989,1,0.0108,1,0.5177,55221346,2,0.2181,20.2,8.8
P064542,Building,3694,20,Composite,DBB,18343661581,21750831626,0.185741,152,176,0.158611,50,2,0.9267,2,0.0177,5,0.4571,150069102,0,0.1382,-2.0,21.3
P064543,Infrastructure,142209,2,Concrete,Design-Build,311412519669,461223117681,0.481068,521,688,0.322034,147,7,0.8101,6,0.0995,8,0.2538,1570128167,1,0.2238,28.8,10.7
P064544,Building,16962,17,Masonry,Design-Build,44093002777,61967953358,0.405392,298,372,0.249492,102,4,0.9007,6,0.0897,4,0.0861,63737757,2,0.288,22.1,72.9
P064545,Building,14123,1,Steel,Turnkey,62612855688,72564229906,0.158935,261,302,0.158671,66,4,0.7256,2,0.0266,3,0.0879,77776300,0,0.1613,27.7,21.2
P064546,Infrastructure,24278,2,Steel,Design-Build,92209824934,112592991155,0.221052,295,338,0.147228,102,5,0.621,2,0.0369,3,0.1777,74844564,0,0.1562,16.0,42.4
P064547,Infrastructure,30068,3,RC,Design-Build,115109831043,149006107880,0.294469,427,469,0.098882,140,14,0.673,5,0.0581,6,0.4731,1229251429,2,0.2163,-2.5,12.9
P064548,Infrastructure,25056,3,Steel,Design-Build,110258335727,131144241488,0.189427,441,501,0.136704,92,8,0.7677,1,0.0147,8,0.3702,898448651,1,0.1831,23.8,40.0
P064549,Infrastructure,12999,1,Steel,CM-at-Risk,34387279017,47006894607,0.366985,261,308,0.183836,77,3,0.8245,5,0.0904,3,0.1748,60311599,2,0.2542,27.3,39.8
P064550,Infrastructure,24654,3,Steel,CM-at-Risk,52226454593,58290154877,0.116104,189,210,0.112265,78,3,0.8135,2,0.0252,3,0.164,29753703,0,0.1367,11.1,56.4
P064551,Remodeling,9942,8,Steel,CM-at-Risk,36111241852,42420959140,0.17473,154,177,0.154664,53,4,0.6694,0,0.0009,3,0.6021,171305028,1,0.1916,19.3,6.9
P064552,Remodeling,7338,4,RC,CM-at-Risk,23605456586,27645931773,0.171167,221,238,0.079162,71,8,0.8844,2,0.0243,3,0.3596,35901855,1,0.1908,17.4,2.5
P064553,Remodeling,6722,11,RC,DBB,13111544282,19569373187,0.49253,133,162,0.219752,68,6,0.5819,4,0.0854,7,0.6249,241183852,1,0.2191,18.7,0.0
P064554,Infrastructure,32609,2,RC,Turnkey,129919349111,156248934321,0.202661,495,555,0.122418,70,4,0.5072,2,0.0285,5,0.6822,1970918846,1,0.2298,18.6,93.8
P064555,Remodeling,8955,11,Steel,DBB,26868779757,37715840488,0.403705,183,235,0.289314,76,5,0.6441,4,0.0496,5,0.7272,138928676,0,0.1676,19.2,25.4
P064556,Building,8741,26,SRC,DBB,38284554118,47063700076,0.229313,289,324,0.121903,93,4,0.7855,3,0.0442,5,0.124,90512850,0,0.1561,18.6,56.0
P064557,Building,15200,15,RC,CM-at-Risk,78019974637,83253164435,0.067075,329,335,0.018284,76,5,0.6657,1,0.0184,4,0.1936,119624240,0,0.0913,14.9,24.5
P064558,Remodeling,13900,1,Composite,Turnkey,63545914245,81964824580,0.289852,246,300,0.220046,71,4,0.5691,1,0.0212,0,0.1905,0,2,0.2448,-0.9,33.3
P064559,Remodeling,4715,13,Steel,CM-at-Risk,13411967812,16014506518,0.194046,93,111,0.199117,49,1,0.8219,0,0.0063,1,0.3516,8814681,2,0.1966,20.9,5.4
P064560,Remodeling,1748,10,RC,DBB,5245717077,6875561372,0.3107,90,106,0.185236,19,1,0.7911,3,0.0407,8,0.6705,105879235,0,0.2004,13.3,56.9
P064561,Remodeling,4998,8,Composite,Design-Build,14734490386,22838460098,0.55,115,150,0.306489,59,2,0.8504,7,0.1225,8,0.5673,224033571,7,0.4258,19.9,143.8
P064562,Building,27420,19,RC,DBB,100455990083,131188390673,0.305929,427,498,0.167771,145,14,0.6473,2,0.0339,8,0.1757,354426203,4,0.2649,17.2,35.4
P064563,Remodeling,8560,13,Masonry,Turnkey,42891455489,52144900987,0.215741,282,328,0.164216,32,3,0.8653,2,0.0318,5,0.4368,198131139,0,0.2052,9.2,9.1
P064564,Building,9062,13,Masonry,DBB,27585044242,30545057414,0.107305,182,197,0.082869,33,1,0.7911,1,0.0144,1,0.2403,14779280,0,0.2034,16.6,21.5
P064565,Remodeling,1288,13,Composite,DBB,4042502685,5506697157,0.3622,90,114,0.270532,26,1,0.5131,3,0.0301,4,0.3176,18876332,1,0.2484,14.0,83.3
P064566,Infrastructure,4445,1,Masonry,Design-Build,7743734001,9966487664,0.287039,100,133,0.33333,36,3,0.7654,1,0.0182,3,0.4572,24728623,2,0.2954,7.9,4.6
P064567,Building,38945,15,Steel,CM-at-Risk,167285763685,190929933524,0.14134,475,515,0.08508,144,5,0.5632,1,0.0205,0,0.326,0,1,0.2096,7.7,49.3
P064568,Infrastructure,26416,1,Concrete,Design-Build,80129796083,90834575931,0.133593,318,324,0.021859,114,13,0.8199,2,0.0283,4,0.0484,68972860,0,0.0971,26.1,16.5
P064569,Building,6528,18,RC,DBB,32070975177,42210727114,0.316166,163,217,0.334166,75,5,0.7178,3,0.0452,4,0.1995,124357037,1,0.2514,19.3,11.8
P064570,Building,23382,31,Steel,Design-Build,109746858654,131932734865,0.202155,413,433,0.04873,132,14,0.8276,3,0.0496,6,0.6168,1268128082,2,0.1494,9.1,11.7
P064571,Building,5748,28,Steel,Design-Build,15099216327,17525041322,0.160659,181,215,0.19328,69,5,0.9166,0,0.0124,2,0.1914,7997615,2,0.2619,23.0,13.3
P064572,Building,9878,30,Masonry,Design-Build,46494079936,60928817969,0.310464,208,236,0.136093,66,7,0.4398,5,0.0535,7,0.1155,47577505,1,0.245,17.0,140.6
P064573,Remodeling,1652,7,RC,Design-Build,7729009662,9244104239,0.196027,129,153,0.193067,19,1,0.8557,0,0.0068,2,0.3318,14798392,1,0.2097,13.1,80.7
P064574,Building,12637,28,Steel,DBB,29806179721,42824893093,0.436779,139,197,0.419669,89,3,0.7469,4,0.0567,2,0.2351,17708914,0,0.3186,10.1,288.4
P064575,Remodeling,2465,10,SRC,DBB,7084910787,10981611719,0.55,100,140,0.406224,16,1,0.8178,4,0.0777,3,0.3447,11230203,2,0.2968,26.3,37.5
P064576,Building,7924,14,SRC,DBB,29659670980,38706968036,0.305037,243,352,0.45,32,3,0.9366,0,0.0022,5,0.3985,64119327,2,0.2593,-2.1,25.8
P064577,Remodeling,5063,15,Steel,DBB,13482403318,16973348079,0.258926,152,184,0.216012,42,2,0.4875,0,0.0024,4,0.1693,42269582,2,0.2461,14.8,14.9
P064578,Remodeling,4513,14,Concrete,Design-Build,18783182382,22303789388,0.187434,145,162,0.123735,49,5,0.6826,0,0.02,4,0.5127,42316639,0,0.1649,11.9,8.4
P064579,Building,8173,10,Concrete,Design-Build,19401154553,21707680213,0.118886,206,225,0.092802,38,3,0.6734,1,0.0176,1,0.0703,4930881,1,0.1923,-10.0,1.9
P064580,Building,20896,19,Steel,Turnkey,95265871076,104987276889,0.102045,279,296,0.062231,98,10,0.7238,0,0.0131,1,0.3245,140579553,1,0.1123,11.7,47.9
P064581,Building,9846,23,Masonry,DBB,50293823430,64692693608,0.286295,202,252,0.250169,50,1,0.8562,3,0.0398,4,0.4528,199646939,0,0.214,11.8,15.0
P064582,Remodeling,4562,1,Steel,CM-at-Risk,7707084970,10520086206,0.364989,90,111,0.243649,23,1,0.6789,1,0.0224,1,0.4384,3668320,3,0.3109,14.9,99.6
P064583,Remodeling,5151,8,RC,Design-Build,25846770600,33036308310,0.27816,145,176,0.217643,49,2,0.914,3,0.0284,3,0.0988,17477061,0,0.2286,13.0,15.0
P064584,Building,38900,12,RC,CM-at-Risk,171335794990,213933300340,0.24862,412,521,0.264584,161,8,0.7258,1,0.0179,3,0.5024,882969817,2,0.3404,13.8,3.0
P064585,Building,10105,2,Composite,Design-Build,31362667252,37316336464,0.189833,216,264,0.224695,68,5,0.7949,0,0.0042,4,0.4508,74696513,2,0.245,16.1,46.4
P064586,Remodeling,8827,25,RC,DBB,26345801672,38371263807,0.456447,154,209,0.361278,93,9,0.715,3,0.0606,9,0.2913,157895128,1,0.2475,14.9,6.3
P064587,Infrastructure,10138,4,Masonry,Turnkey,17588454132,21631600025,0.229875,128,153,0.200477,49,5,0.9129,2,0.028,5,0.173,59106486,1,0.1725,14.8,6.1
P064588,Building,18995,12,Masonry,CM-at-Risk,84060052777,95099407328,0.131327,370,398,0.077861,88,6,0.7559,2,0.0192,3,0.5354,170924806,1,0.1824,10.9,54.3
P064589,Remodeling,1464,12,RC,CM-at-Risk,3946755499,5307873067,0.34487,90,112,0.252373,28,2,0.5697,2,0.0325,3,0.0599,788607,2,0.2625,8.8,30.2
P064590,Remodeling,7389,14,RC,Turnkey,34884940385,41052248995,0.17679,216,245,0.134896,36,2,0.9197,1,0.0133,2,0.7442,213467864,1,0.2151,23.5,1.8
P064591,Building,25907,9,Steel,Turnkey,80361708647,95867580692,0.192951,271,337,0.244435,117,5,0.8439,1,0.0137,5,0.2981,162553745,0,0.1332,14.9,43.6
P064592,Building,3062,1,RC,DBB,9966272276,11786731502,0.182662,90,104,0.163377,18,1,0.8906,2,0.0371,1,0.2559,5234808,0,0.1157,14.9,17.3
P064593,Remodeling,1046,4,RC,DBB,4658009860,6285225050,0.349337,90,112,0.251069,17,1,0.909,1,0.0156,3,0.5391,24551007,3,0.3014,14.4,20.2
P064594,Infrastructure,17994,3,SRC,DBB,61151484171,78291266760,0.280284,350,417,0.192643,79,7,0.8867,2,0.0358,5,0.6262,647662515,2,0.2697,29.7,5.3
P064595,Remodeling,6908,18,Steel,Design-Build,25139470820,34214115880,0.360972,230,284,0.238163,62,4,0.6787,4,0.0468,4,0.722,315259405,1,0.2694,28.2,4.6
P064596,Remodeling,4196,5,SRC,DBB,12368429651,15381577008,0.243616,123,139,0.134174,30,1,0.9116,3,0.0394,5,0.1524,9476918,0,0.177,30.5,11.7
P064597,Building,13780,14,RC,Turnkey,70413722215,79633835829,0.130942,348,365,0.049801,57,6,0.6847,1,0.0198,7,0.5628,1265332497,0,0.1378,7.5,21.7
P064598,Infrastructure,140005,4,Steel,Design-Build,261694787899,340105350418,0.299626,475,588,0.238338,246,28,0.8935,4,0.0517,10,0.3584,1626675732,0,0.1486,12.3,43.6
P064599,Infrastructure,39861,1,Steel,Design-Build,160183273951,177659909872,0.109104,373,391,0.05007,157,8,0.7642,1,0.0136,2,0.1691,107204425,1,0.1325,18.7,211.3
P064600,Building,9346,16,RC,Design-Build,40407344988,46629591228,0.153988,184,202,0.102157,69,4,0.7047,1,0.0193,4,0.3738,268734801,0,0.1423,2.8,8.5
P064601,Building,10566,36,Composite,Design-Build,33385793271,38983288756,0.167661,207,247,0.19466,99,9,0.9322,1,0.0211,7,0.5192,196953693,2,0.2226,21.3,7.5
P064602,Infrastructure,105847,3,Steel,Design-Build,291280474135,356781296914,0.224872,454,536,0.182813,208,19,0.8287,1,0.0159,6,0.2331,819264394,4,0.2868,26.3,24.4
P064603,Building,85578,11,Steel,Design-Build,312867773364,369150182849,0.179892,484,545,0.126642,98,10,0.7185,1,0.0259,2,0.5254,1538038377,1,0.2081,13.4,139.7
P064604,Infrastructure,369884,9,RC,Turnkey,827159371833,1091186989003,0.319198,775,981,0.266036,462,44,0.8083,3,0.0385,4,0.5471,5990255385,2,0.2609,24.0,30.5
P064605,Building,121408,15,RC,Design-Build,535656740975,576938734688,0.077068,645,659,0.022418,162,11,0.7864,1,0.0143,2,0.3603,547540598,0,0.0988,8.7,61.0
P064606,Infrastructure,4672,1,SRC,DBB,9656959162,11689604211,0.210485,90,102,0.143962,44,3,0.8058,1,0.0154,4,0.2276,9457110,2,0.1976,21.6,1.8
P064607,Building,8424,15,RC,CM-at-Risk,36166802453,39277255964,0.086003,193,192,-0.002361,48,3,0.8279,1,0.0204,0,0.0628,0,3,0.2064,2.1,77.0
P064608,Remodeling,4325,11,Concrete,CM-at-Risk,9672511818,12521153601,0.294509,111,132,0.190975,38,1,0.6847,2,0.0253,5,0.2487,20099337,4,0.2488,-0.5,2.2
P064609,Building,29519,13,Concrete,Design-Build,77268483696,89499389248,0.158291,398,412,0.03736,63,3,0.6562,2,0.0337,5,0.4229,225492858,1,0.1458,10.4,32.8
P064610,Remodeling,12576,6,RC,Turnkey,48204769767,65872348139,0.366511,215,268,0.247336,61,3,0.8768,3,0.0439,9,0.461,422735021,2,0.2763,-3.4,9.3
P064611,Building,82808,11,RC,Design-Build,396440408091,440241919459,0.110487,749,778,0.039749,208,7,0.877,2,0.0289,5,0.1605,555532214,0,0.1134,12.5,43.7
P064612,Infrastructure,17697,3,SRC,CM-at-Risk,53607712439,65760366418,0.226696,253,274,0.086532,41,2,0.4416,2,0.0303,2,0.3385,130139781,2,0.2194,7.1,9.9
P064613,Building,15802,7,RC,DBB,43922925374,52431894092,0.193725,255,265,0.042718,97,7,0.545,3,0.0377,4,0.7507,487015383,1,0.2026,22.8,69.8
P064614,Remodeling,4494,12,RC,Design-Build,18225164494,23357097438,0.281585,194,230,0.189279,56,4,0.8754,1,0.0113,7,0.4262,76191688,3,0.2571,-4.8,52.1
P064615,Remodeling,6917,14,Composite,Design-Build,31677021615,42195535027,0.332055,251,283,0.128274,73,5,0.6626,4,0.0608,5,0.5003,188128803,0,0.1267,0.8,86.2
P064616,Remodeling,4275,13,Composite,Design-Build,21561056131,28315703795,0.31328,183,227,0.241265,54,5,0.5912,2,0.0191,4,0.1412,50544635,3,0.2906,18.7,61.1
P064617,Infrastructure,46949,1,Steel,CM-at-Risk,172143839496,228667613482,0.328352,435,568,0.305804,75,5,0.5747,3,0.0581,10,0.2857,881625579,0,0.1921,18.1,24.1
P064618,Building,7578,23,RC,CM-at-Risk,46792929671,55900939466,0.194645,176,206,0.175452,77,7,0.8578,3,0.0372,3,0.2492,109583398,1,0.1736,12.4,15.5
P064619,Infrastructure,19512,3,Concrete,DBB,57384794486,66561770820,0.15992,305,347,0.139002,57,6,0.7818,1,0.0115,3,0.4412,361713754,0,0.1581,8.1,45.0
P064620,Remodeling,2391,10,Composite,CM-at-Risk,5949213966,7583052546,0.274631,90,108,0.208013,23,2,0.7764,2,0.0303,1,0.3695,7191952,2,0.2276,30.4,52.1
P064621,Infrastructure,69719,1,Composite,DBB,229361327311,271755786967,0.184837,486,567,0.167964,102,5,0.6449,1,0.0246,1,0.1771,77945049,0,0.1111,10.9,90.5
P064622,Remodeling,6818,9,SRC,Design-Build,26934626854,34822216851,0.292842,140,164,0.177471,31,1,0.6922,2,0.0246,2,0.3363,61548961,3,0.3278,-0.4,69.3
P064623,Building,12358,12,Masonry,CM-at-Risk,33446060799,39723250935,0.187681,168,190,0.136883,43,3,0.6249,2,0.0275,5,0.1657,134059382,2,0.2014,11.7,58.8
P064624,Remodeling,2801,9,RC,Design-Build,14870776443,19229653821,0.293117,133,173,0.307109,39,3,0.7788,1,0.0133,2,0.1532,11686380,2,0.3179,11.8,11.0
P064625,Infrastructure,7899,4,SRC,Design-Build,23410504617,30725561584,0.312469,131,145,0.107158,51,3,0.7216,5,0.0899,6,0.3067,154158902,0,0.1595,21.5,54.3
P064626,Remodeling,5224,12,SRC,Design-Build,10629563781,14313930030,0.346615,141,189,0.346363,39,3,0.8036,1,0.0185,2,0.2412,6546835,2,0.2922,12.7,17.5
P064627,Infrastructure,17155,3,Steel,DBB,38660091779,47221485083,0.221453,203,264,0.304382,45,4,0.8697,0,0.0013,2,0.5715,114002619,0,0.1708,5.2,7.6
P064628,Building,29405,19,RC,DBB,150101182875,199254066725,0.327465,346,476,0.378242,145,12,0.6535,1,0.0253,3,0.1764,334272825,1,0.2827,11.6,65.2
P064629,Infrastructure,33040,3,RC,CM-at-Risk,146239559097,192734233318,0.317935,400,505,0.263565,81,7,0.6276,1,0.0157,4,0.3261,345930147,3,0.2577,11.4,18.9
P064630,Remodeling,3524,1,SRC,CM-at-Risk,14481605973,18738662309,0.293963,147,167,0.1404,30,3,0.4,3,0.0513,3,0.3889,64284194,1,0.1674,11.6,1.5
P064631,Building,68101,15,RC,Design-Build,187216008598,208887010457,0.115754,565,592,0.049105,234,25,0.8177,1,0.0181,3,0.2715,292008671,0,0.0892,-0.2,32.1
P064632,Remodeling,6335,6,Concrete,DBB,11815102684,15872905179,0.343442,150,182,0.213352,59,5,0.711,2,0.0401,6,0.5578,76827733,1,0.1784,8.2,71.2
P064633,Building,26259,4,RC,DBB,46382083123,55171951695,0.18951,268,306,0.143135,67,3,0.8374,2,0.0339,2,0.5301,187924899,0,0.2352,3.5,57.4
P064634,Building,7395,22,SRC,DBB,39769545431,50118137925,0.260214,249,275,0.108155,43,2,0.7481,4,0.0495,10,0.2857,246835230,1,0.2097,16.6,138.1
P064635,Building,9933,13,Steel,CM-at-Risk,40843476841,49582755580,0.21397,219,242,0.1083,66,4,0.7872,4,0.0732,4,0.2305,75073586,0,0.1288,21.6,31.0
P064636,Remodeling,3801,6,SRC,Design-Build,14649254530,19985523828,0.364269,131,174,0.33189,47,5,0.8159,2,0.0244,6,0.463,89565810,1,0.2242,17.4,2.9
P064637,Building,9880,9,Steel,Design-Build,50991308107,58995515723,0.156972,304,346,0.139379,73,6,0.6948,1,0.0156,0,0.4253,0,2,0.1975,16.5,26.3
P064638,Infrastructure,41141,1,RC,Design-Build,149017687852,188572495862,0.265437,454,562,0.239969,136,8,0.6144,2,0.0196,2,0.1349,164492999,1,0.2404,6.7,83.7
P064639,Infrastructure,181970,1,Concrete,Design-Build,326082662651,417536132300,0.280461,792,1046,0.321501,302,28,0.6633,0,0.0084,2,0.2204,383897598,1,0.2871,11.9,7.5
P064640,Building,9968,3,RC,CM-at-Risk,28757354673,31512913155,0.095821,252,273,0.085326,59,5,0.6402,0,0.0049,2,0.2186,51784789,0,0.1008,7.5,78.8
P064641,Building,17894,15,RC,DBB,65626186772,88856084982,0.353973,366,518,0.416578,110,6,0.8458,2,0.0317,4,0.2438,123788683,2,0.3473,14.0,15.4
P064642,Building,7500,4,Concrete,Design-Build,27357705647,30407570030,0.111481,207,239,0.155764,70,4,0.7278,1,0.0121,1,0.5081,21961131,0,0.168,15.1,59.8
P064643,Infrastructure,38272,6,Steel,CM-at-Risk,78201807432,108697540661,0.389962,402,467,0.163509,68,6,0.524,5,0.0929,5,0.3268,376833543,1,0.2732,22.5,94.0
P064644,Building,29979,1,Steel,DBB,101372355112,120140838426,0.185144,287,324,0.131425,118,6,0.6904,2,0.0264,4,0.307,444109471,2,0.255,28.2,41.2
P064645,Building,26398,24,RC,DBB,148853901145,164049502789,0.102084,573,610,0.065286,108,6,0.8432,0,0.0123,1,0.3896,60725429,0,0.1346,-2.3,5.3
P064646,Remodeling,5357,7,SRC,Turnkey,27348457054,35341289764,0.292259,156,173,0.109485,41,4,0.6794,3,0.0562,5,0.142,29407133,0,0.142,7.7,2.5
P064647,Remodeling,10038,13,RC,DBB,20846330403,26563269745,0.274242,186,221,0.192795,65,6,0.8333,2,0.0245,6,0.2838,74502655,2,0.239,15.4,34.8
P064648,Infrastructure,18781,1,Concrete,CM-at-Risk,38973902271,48660514915,0.248541,262,294,0.125599,110,8,0.5848,3,0.0439,5,0.3803,122966408,2,0.2537,5.7,27.6
P064649,Infrastructure,8135,5,RC,DBB,35887948486,42163566373,0.174867,226,258,0.143836,52,4,0.5739,0,0.0094,2,0.2555,25051467,0,0.1914,3.0,39.2
P064650,Building,6535,24,Steel,DBB,38919410470,46413615391,0.192557,262,290,0.108787,72,4,0.9074,2,0.0444,3,0.1125,55899853,1,0.2257,25.3,35.3
P064651,Infrastructure,103522,2,SRC,CM-at-Risk,412391031562,572808256102,0.388993,600,722,0.204359,162,8,0.6053,3,0.043,7,0.1108,1375420362,7,0.4279,3.3,64.4
P064652,Remodeling,15532,18,Masonry,Turnkey,65432186615,91891850534,0.404383,235,273,0.162483,47,3,0.7162,5,0.0803,9,0.3528,1003162763,0,0.2122,5.6,57.8
P064653,Remodeling,18767,6,RC,DBB,42252472676,55440356700,0.312121,251,293,0.170186,80,2,0.875,3,0.034,5,0.5933,269777801,2,0.2597,9.8,50.5
P064654,Building,11095,14,SRC,Design-Build,36431250036,41277517072,0.133025,155,175,0.135268,37,1,0.7401,0,0.0104,1,0.2001,33976888,0,0.1593,12.0,137.1
P064655,Building,31256,8,RC,CM-at-Risk,56458788169,62467414699,0.106425,354,385,0.089624,61,4,0.9441,1,0.0195,2,0.2855,61617646,0,0.1299,9.8,93.7
P064656,Remodeling,4162,3,RC,Design-Build,8083652505,9362373160,0.158186,127,144,0.140975,36,3,0.8018,0,0.0057,5,0.3522,16287807,0,0.1859,8.9,114.4
P064657,Building,18796,19,Concrete,CM-at-Risk,94776929253,99041891069,0.045,308,312,0.014331,126,8,0.883,1,0.0194,0,0.1975,0,1,0.1058,16.9,48.0
P064658,Infrastructure,46745,2,RC,DBB,74222011272,94518688252,0.273459,401,465,0.161971,81,6,0.7837,3,0.0444,4,0.3194,325484355,1,0.189,18.8,46.2
P064659,Building,27218,29,RC,Design-Build,87710544282,111084790359,0.266493,362,417,0.154279,157,5,0.8225,4,0.0432,3,0.5023,282671446,3,0.2426,22.7,22.1
P064660,Remodeling,25879,10,Concrete,DBB,56782934263,80060984598,0.409948,227,283,0.24877,117,9,0.8709,3,0.0561,6,0.1865,141031176,1,0.2591,7.5,71.7
P064661,Building,3339,1,Steel,Turnkey,13211861412,13867196161,0.049602,166,180,0.087441,35,4,0.9277,0,0.0002,4,0.5,43080707,0,0.1236,24.5,6.5
P064662,Infrastructure,15721,2,Steel,Turnkey,37842019101,43593627584,0.15199,227,253,0.116906,45,5,0.8212,1,0.0308,5,0.1642,67717909,0,0.1444,14.4,4.5
P064663,Building,13984,6,Steel,Turnkey,39480291563,47543351508,0.20423,197,247,0.255375,94,8,0.8208,1,0.0142,5,0.5539,192912968,0,0.1748,18.2,139.2
P064664,Building,16054,30,RC,Design-Build,87255058895,101528415939,0.163582,413,447,0.084562,105,10,0.8857,3,0.0363,6,0.5078,943894520,1,0.1534,9.2,90.9
P064665,Infrastructure,112804,2,RC,Turnkey,247844624953,283783830483,0.145007,720,797,0.108204,156,14,0.8352,3,0.0252,3,0.0948,329721757,0,0.1514,17.9,28.2
P064666,Building,7005,11,RC,DBB,33470304994,43972014829,0.313762,272,342,0.259217,44,2,0.6913,2,0.0248,9,0.2643,198850083,3,0.2831,11.9,45.2
P064667,Building,21527,17,RC,Design-Build,126696343201,158630536593,0.252053,375,433,0.155437,75,5,0.5301,4,0.0584,6,0.3678,477984248,0,0.2069,14.0,67.5
P064668,Building,26004,1,Steel,CM-at-Risk,89275494696,94758259927,0.061414,359,377,0.052643,89,4,0.6029,0,0.0053,3,0.1936,78114370,0,0.0894,8.7,8.4
P064669,Building,5988,8,RC,DBB,23172247088,29518036469,0.273853,218,286,0.315464,63,2,0.8233,3,0.033,0,0.2016,0,1,0.2098,20.6,85.6
